scope,subset,n,zero_share,m_mean,m_std,m_skew,m_kurt,m_excess_kurt,m_min,m_max,s_hist_var,s_hist_cvar,s_param_var,s_m,s_hist_var_money,s_hist_cvar_money,s_param_var_money,s_hist_exceed_rate,s_param_exceed_rate,s_cvar_over_param_var,s_hist_var_over_param_var,hist_breaches,hist_n,hist_rate,hist_expected,hist_lr,hist_critical,hist_reject,hist_var_median,hist_var_zero_share,param_breaches,param_n,param_rate,param_expected,param_lr,param_critical,param_reject,param_var_median,param_var_zero_share
oos,all,43194,0.9320970505162754,-6.312883111982975e-06,5.9735487158496055e-05,-5.233313336199071,70.39630731827506,67.39630731827506,-0.0011427152159716458,0.001003333592270117,-0.0,0.00017886025695193285,9.825613271036528e-05,2159,-0.0,1.7886025695193286,0.9825613271036528,0.04519146177709867,0.030559799972218363,1.820347005506196,-0.0,1646,42694,0.03855342671101326,2134.7000000000003,127.41721044393125,3.8414588206941227,True,0.0,0.6050030449243453,1447,42694,0.033892350213144705,2134.7000000000003,261.71024216535443,3.8414588206941227,True,8.533796348278237e-05,0.02876282381599288
oos,active,2987,0.018078339471041177,-9.12884744355516e-05,0.00020941965084318975,-0.4731886618372871,4.959745567353878,1.9597455673538784,-0.0011427152159716458,0.001003333592270117,0.0004463366456999296,0.0005978903066479616,0.00034446467224433144,149,4.463366456999296,5.978903066479616,3.444646722443314,0.04954804151322397,0.10780046869768999,1.7357086366867642,1.2957399747029488,141,2487,0.05669481302774427,124.35000000000001,2.253653086491795,3.8414588206941227,False,0.00046015242831254355,0.0,286,2487,0.11499798954563731,124.35000000000001,164.43517555718518,3.8414588206941227,True,0.0003506416896533643,0.0
full,all,64277,0.9811441106461098,-1.9905558215175123e-06,3.111142480501312e-05,-12.025070719695599,323.26743703553524,320.26743703553524,-0.0011367200407572664,0.0009767844783528101,-0.0,4.9647484314122404e-05,5.117373993015381e-05,3213,-0.0,0.49647484314122403,0.511737399301538,0.013255130139863404,0.010392519874916378,0.9701750230076096,-0.0,754,63777,0.011822443827712185,3188.8500000000004,2791.6929671630096,3.8414588206941227,True,0.0,0.8944447057716731,646,63777,0.010129043385546514,3188.8500000000004,3128.1314691684374,3.8414588206941227,True,0.0,0.6750866299763237
full,active,1294,0.0633693972179289,-9.887709160717243e-05,0.00019628754134643365,-0.779431133565378,7.0877383994245715,4.0877383994245715,-0.0011367200407572664,0.0009767844783528101,0.0004327215557139441,0.0006140353884276951,0.0003228642743090683,64,4.327215557139441,6.140353884276951,3.228642743090683,0.04868624420401855,0.11746522411128284,1.901837512811645,1.3402584000350337,22,794,0.027707808564231738,39.7,9.838543296322513,3.8414588206941227,True,0.0003843122734387139,0.0,59,794,0.0743073047858942,39.7,8.64806679236358,3.8414588206941227,True,0.0002669809364510501,0.0
