fold,cell,n_atr,chi,u_enter,rho_base,lam,sharpe,max_drawdown,turnover,total_return,n_trades,psr,halted,on_front,feasible,selected,config_hash
0,50,14,2.0,0.2,0.005,0.94,-83.47219618431018,0.12019571632946713,8780.729524742177,-0.11971019540961747,371.0,0.0,1.0,0,0,0,852c7162e0c2a9dfb99f1233bf3e4a1a7944d23bfecb0414c3c4d0a2f867ca48
0,51,14,2.0,0.2,0.005,0.97,-87.66584750496527,0.12014604748646396,8823.693446121575,-0.11971145868127298,407.0,0.0,1.0,0,0,0,1fdba640cfb058da9af05ea1ee09807d82293a9c30f15e9be1ecef57232c0e7b
0,52,14,2.0,0.25,0.0025,0.94,-85.22309332335371,0.12017277330866138,8513.130812779706,-0.1196872397276817,366.0,0.0,1.0,0,0,0,1f469a7176b02b1a50249f162c7f2780ac9eb1a97ac4d8a2236ec98513a851f2
0,53,14,2.0,0.25,0.0025,0.97,-90.66309076868436,0.12010116673375393,8558.142593469534,-0.11966655576048302,430.0,0.0,1.0,0,0,0,7740a2f79fb617a49a355c542b00b52da4f9433b88052cfd468bc484cecb7903
0,54,14,2.0,0.25,0.005,0.94,-84.0547891015442,0.12000172129069275,8458.541435344825,-0.11951609331447688,358.0,0.0,1.0,0,0,0,48e2a5d88b321d31c7b415370de5ed6505a2af4175883ddb245fbdcf9dfaa1c6
0,55,14,2.0,0.25,0.005,0.97,-90.68090048206689,0.12010110093428294,8575.371534666341,-0.11966648992851148,429.0,0.0,1.0,0,0,0,0d879f3066dee8cd5366395ef46df4ac0a9ef42c20d07ad901d472931d8f3b3b
0,56,14,2.0,0.3,0.0025,0.94,-84.49838700690353,0.11961703277978641,8296.002579866048,-0.11951072031007404,345.0,0.0,0.0,0,0,0,2bf233ec4ea4de4f267c8cdf5c6ba09cb29b7c11eb86757c7fc1f5bc3daf6543
0,57,14,2.0,0.3,0.0025,0.97,-82.31082601061952,0.11404608543923067,7911.638619819784,-0.1139445583625045,345.0,0.0,0.0,0,0,0,f1cab7863818a192c5aee2b85952fe47864702a558c25b9a366393964e97dc08
0,58,14,2.0,0.3,0.005,0.94,-84.45349475068838,0.11973105873689938,8295.344343219946,-0.11962476003662781,345.0,0.0,0.0,0,0,0,e063275466558f7756c2905107e3e2052c5afe0b74ef13cd4ddf38a700aff568
0,59,14,2.0,0.3,0.005,0.97,-82.31047034798343,0.11406792877406446,7915.359067513827,-0.11396640420050463,345.0,0.0,0.0,0,0,0,870303223c20733093b3fb18fc4d4654ebabf2713c7030c93a44c3d2a69cb81b
0,60,14,2.5,0.2,0.0025,0.94,-89.61045864453565,0.12005759986934772,8783.588105569386,-0.1196574837761637,428.0,0.0,1.0,0,0,0,555eb7aaa280ce1145758d7bf6485cc967a9abb2d2145b2e34871dde0928486c
0,61,14,2.5,0.2,0.0025,0.97,-92.6107172122905,0.12003214649423943,8713.957991646446,-0.11963201882722385,449.0,0.0,1.0,0,0,0,98c843c1013e9da2874b13b52d4735e71efcce458980e1b2fa50c81de9da4e39
0,62,14,2.5,0.2,0.005,0.94,-83.95313112123162,0.1200508532079333,8759.40121944064,-0.11956525234521764,366.0,0.0,1.0,0,0,0,84133814ff0a4ff6cb5dcde8b1a9d94bb4809067d56784d1abf58d35d24ffe9a
0,63,14,2.5,0.2,0.005,0.97,-88.00005307075425,0.12008434101761911,8786.738793343786,-0.11964972173357369,401.0,0.0,1.0,0,0,0,e98942f6b7e4d21505596a223b40f1581ad8f3ba62bc766a77e09e60c579a622
0,64,14,2.5,0.25,0.0025,0.94,-83.84307891657103,0.12009158875207859,8510.49875205343,-0.1196914881138822,348.0,0.0,1.0,0,0,0,456e82ac470bb8bc5a7a4f268860bd55c806e61d57300f7d3841ce7e7ecf0ebd
0,65,14,2.5,0.25,0.0025,0.97,-87.15035126366935,0.12001392276429512,8402.701736718178,-0.11961378681081947,375.0,0.0,1.0,0,0,0,ea9ca1b6118e63cc3458720abd8c572aef6fea148669014dd6eea0dadf44a60e
0,66,14,2.5,0.25,0.005,0.94,-82.23701138588017,0.12012367094017118,8398.193515244197,-0.11963811026199767,353.0,0.0,1.0,0,0,0,32f98f51f2a03ee778b59644a00f37152dd0fd851e479d74f41e790bbbc87cb9
0,67,14,2.5,0.25,0.005,0.97,-85.26725443258687,0.12000387176757665,8472.587140078209,-0.11956921273712195,369.0,0.0,1.0,0,0,0,73f8afa5cd9f91643110e94d61b522661fd5b0d5cae9d106f6f3abf454b55d30
0,68,14,2.5,0.3,0.0025,0.94,-82.6228668207311,0.11863171846910003,8128.219256362252,-0.11852528701571607,339.0,0.0,0.0,0,0,0,ee56811b50ce5932b974187a8c1f109b767fcf9c4a1294fd7786cd437609cece
0,69,14,2.5,0.3,0.0025,0.97,-81.29488681069313,0.11288669384612904,7783.266320503148,-0.11278503390736883,339.0,0.0,0.0,0,0,0,5bba3e27aa18f0281e32ce8b9ed8cb6e16c4166ae984b49a84fedcfd5f0b7bf2
0,70,14,2.5,0.3,0.005,0.94,-82.39347007430914,0.11939250330419438,8215.088242533802,-0.1192861637209599,339.0,0.0,0.0,0,0,0,412912ceb37a3d0d4c377b39460233f72afd52f3748e1332bab382793270b487
0,71,14,2.5,0.3,0.005,0.97,-80.77603151593013,0.1134524143056993,7818.2338256400035,-0.11335081919643364,339.0,0.0,0.0,0,0,0,7fcb07d5d84890312473467358539e52d504ebf7a875afc029a7a6942bdcd804
0,72,21,1.5,0.2,0.0025,0.94,-83.32142089421824,0.1200801702472456,9093.744619669607,-0.11959458556316893,384.0,0.0,1.0,0,0,0,56bdf0bf4722662d8e497f970d2c0edd328fa71d0197b52c65e3dfc8c8724496
