fold,cell,n_atr,chi,u_enter,rho_base,lam,sharpe,max_drawdown,turnover,total_return,n_trades,psr,halted,on_front,feasible,selected,config_hash
0,85,21,2.0,0.2,0.0025,0.97,-94.28249652335234,0.12009671744174866,8516.934140098385,-0.12009671744174866,380.0,0.0,1.0,0,0,0,60804c94567ead904e979d937062dc68eabd9bc73fccb91393d8d3f0213fc8e2
0,86,21,2.0,0.2,0.005,0.94,-93.44662078389439,0.12002740952222213,8433.81856206596,-0.12002740952222213,336.0,0.0,1.0,0,0,0,80c5ecb1221a0fad0b0b254b64188503307a8f74d8271a9cd621f15161a0b123
0,87,21,2.0,0.2,0.005,0.97,-91.87901172835689,0.12002246929134675,8505.03218993638,-0.12002246929134675,348.0,0.0,1.0,0,0,0,2872ac7a125672d9c12c3eca062315b45da0326e418cfc0446067aade90eff4b
0,88,21,2.0,0.25,0.0025,0.94,-84.5608514908099,0.10561577099963437,7485.745787745753,-0.1056080209996344,249.0,0.0,0.0,0,0,0,a53c9cb078ce543c4627b8db205cb304678a30c51f04aeb8fdc4f2a873295310
0,89,21,2.0,0.25,0.0025,0.97,-83.0187367491201,0.10697231854363431,7574.526407002226,-0.10696406854363427,249.0,0.0,0.0,0,0,0,0eead6cfbdd5fcb0aa3650514baa5d25e5871421d392ea3e0a93203d4ff7b5f4
0,90,21,2.0,0.25,0.005,0.94,-84.09765169814669,0.10594004642617982,7522.715279898851,-0.10593229642617974,249.0,0.0,0.0,0,0,0,ba021843ddc5f68ee3565e380be1d4146eacb1e9139825eb8a1154d872f58dd5
0,91,21,2.0,0.25,0.005,0.97,-82.17730780236616,0.1071964017381799,7584.354945890393,-0.10718815173817986,249.0,0.0,0.0,0,0,0,abf6ce0b3ba11379f09b05f16fe67d36ebaaea0a8c1af55ac28217d23ee52edb
0,92,21,2.0,0.3,0.0025,0.94,-51.52081671230416,0.0508359322876385,3452.498895036516,-0.050546152231999986,89.0,0.0,0.0,0,0,0,c1f0e7f2f6d76eec814b4653f9b69072094560c1029d153514ff36f9e0834587
0,93,21,2.0,0.3,0.0025,0.97,-51.35803692452056,0.050322936814473085,3424.2941150295287,-0.050002300963999935,89.0,0.0,0.0,1,1,0,a8b657d884ca90e5ae2d2df40ecee056a5b2544f0854337a3df071d8377210cd
0,94,21,2.0,0.3,0.005,0.94,-51.52081671230416,0.0508359322876385,3452.498895036516,-0.050546152231999986,89.0,0.0,0.0,0,0,0,de829d562f31db9e049584f0b338f842f31af8fcb7c63c0d2432389abc7c9576
