cell,n_atr,chi,u_enter,rho_base,lam,config_hash,equity_hash,wall_s,full_sharpe,full_max_drawdown,full_turnover,full_total_return,full_n_trades,full_psr,full_sr_period,full_halted,pareto_full,oos_sharpe,oos_max_drawdown,oos_turnover,oos_total_return,oos_n_trades,oos_psr,oos_sortino,oos_calmar,oos_sr_period,pareto_oos,feasible_oos,selected,run_id,persist_status,read_back_ok,run_metrics
10,7,1.5,0.3,0.005,0.94,43c163fbfeae85671ca7e919c1676513e95817ffeb7102bf696edab7c6c3813e,8e32bea6daf8f560e45f7d5681506530528d647c93fa29f2729e18ae8829fb64,5.9446886670193635,-48.2824775104686,0.12013936051653196,2837.4677767842736,-0.12013936051653196,290.0,0.0,-0.06659810450662536,1.0,1,-78.65362139089103,0.25141565857184267,9212.485686029144,-0.25141565857184267,685.0,0.0,-83.93005124813551,-3.8601699498289963,-0.10849033370500431,0,0,0,55fb048a-cd6c-4c35-9e61-f8d3ed427f8a,written,True,47
11,7,1.5,0.3,0.005,0.97,1aa317c46f2319b3cd32423681a548c6c344bdf3aea95fa4eb51d8deb1ee422d,46e4edcda353f0cdd20e84284d249dfbd3ef0169f6d66e025a32987769d81c42,6.000341000035405,-49.5998070750058,0.12007829320827046,2834.541777330281,-0.12007829320827046,314.0,0.0,-0.06841515401469365,1.0,1,-79.23127364032106,0.2434710217458923,8811.863268324621,-0.2434710217458923,686.0,0.0,-84.13085879092493,-3.9695253143453217,-0.10928711437699215,0,0,0,6c273cd2-11b3-42a6-ac0a-3b2edd517eb2,written,True,47
12,7,2.0,0.2,0.0025,0.94,bbc8913e2cfe81d85e60d2fe3b4999948fc47ae2fd4c94e784b90a917d80bd51,65aeb6c893bfad14f18ebb79c0968bc28cffeacb94c106b443672db9f37ce4ff,5.780986749974545,-51.29492057365225,0.12028866367200008,2985.663918595535,-0.12028866367200008,332.0,0.0,-0.0707532972035756,1.0,0,-129.5615395339742,0.4255443088653478,16561.947318668874,-0.4255443088653478,2000.0,0.0,-137.06611634677455,-2.3471671436417876,-0.17870982175784259,0,0,0,79e3d6a7-b422-4bfc-8698-0bdc870101e0,written,True,47
13,7,2.0,0.2,0.0025,0.97,b5d09ad172cd964dae5d225e6889d99b33b282ba601cb37b24631527d13bfa9d,72232768af0a7bdec62ab1838720688954f64da4a442ec5376e7c6c92c1f0824,5.9215772920288146,-52.693599114633514,0.12005354415999991,2948.416649390468,-0.12005354415999991,350.0,0.0,-0.07268255486487203,1.0,0,-130.33899526377616,0.41849562977739296,16249.937694208618,-0.41849562977739296,2042.0,0.0,-138.07541025505364,-2.3862505511357095,-0.17978219999136216,0,0,0,dd948b8e-b13e-4ffb-8113-a7b2b68377a7,written,True,47
14,7,2.0,0.2,0.005,0.94,5d08266a402129d84465208be50d9d64111974cf921c91a091b11b49ce753e43,0986c06504677a264ac0fac301e50917cd44fe610ead6f3c718dd8c14db88fb6,6.087811041041277,-50.12462427232262,0.12024480619200006,2984.5826086822813,-0.12024480619200006,322.0,0.0,-0.0691390570195923,1.0,0,-127.39268958329352,0.42675075150020103,16487.595315956383,-0.42675075150020103,1928.0,0.0,-134.79083280492281,-2.3406012272379924,-0.17571823344004542,0,0,0,467cb785-d72c-48dd-a577-df6eee525496,written,True,47
15,7,2.0,0.2,0.005,0.97,c3d702f008a9789cd385289f5c451df0d20dfebc5b3bc1086a5173faab537024,b23809c0fe42e2d7eef1f29565dc32ab56b12f3c56c2ecdee795451e6128878e,5.811686959001236,-50.06950700479119,0.1201828399960001,2987.9436779084303,-0.1201828399960001,323.0,0.0,-0.0690630313943045,1.0,0,-130.48328456552858,0.424632490190449,16414.05136091688,-0.424632490190449,2009.0,0.0,-138.06978857387446,-2.3521532603184054,-0.17998122445101655,0,0,0,815cab31-5d71-4668-8a94-156df3fed65c,written,True,47
16,7,2.0,0.25,0.0025,0.94,29e2446581db74ab5969d2241ddd4f21823fa8449f19edfb089241acdd38a96f,617eb320b49d158ecf9d5121f8f6d43a27cd9838ab32db76d00f0d47bc7d6579,6.235226958000567,-47.71204573252979,0.12017600034499987,2931.6855534073707,-0.12017600034499987,308.0,0.0,-0.06581128334251189,1.0,0,-107.06297448841109,0.3849124434132808,14986.473814973697,-0.3849124434132808,1354.0,0.0,-115.82737341621758,-2.5909732650420927,-0.14767658022982352,0,0,0,1bb625ca-c261-4e13-bf10-b9efaac27177,written,True,47
17,7,2.0,0.25,0.0025,0.97,1521cd2cea29509dfb1864271ce7ee89800b26462b102326dc8f783f31a221d4,fcc485c20802b4d208d3b36344267dd69cacbdb6f31b991363db195de3f1f89b,6.14706904097693,-49.34774142820047,0.12017220176099996,2942.652388880023,-0.12017220176099996,344.0,0.0,-0.06806746899200956,1.0,0,-107.74374909510364,0.3704635510011398,14359.61806675911,-0.3704635510011398,1367.0,0.0,-116.59149270359092,-2.689645484912425,-0.14861560201867305,0,0,0,58ffc891-7528-44a3-b8c3-0405499af6f4,written,True,47
18,7,2.0,0.25,0.005,0.94,e48b2d50f22fa8ae6242d2335a59554c7f050ea8ecc3bd9849ba3cf391e339f4,38e5631c005d9ba376758452aade2256814b83f9819aec70685cf74340e57a4e,5.607731374970172,-47.64905740023232,0.12025870499299995,2932.2042317582454,-0.12025870499299995,306.0,0.0,-0.06572440081797418,1.0,0,-106.05445871022506,0.385464469209411,15021.456919338227,-0.385464469209411,1351.0,0.0,-115.13710126581167,-2.5873388914386277,-0.14628549090186493,0,0,0,53b5b816-474e-4e57-8cf9-a7e580b3df19,written,True,47
19,7,2.0,0.25,0.005,0.97,7cd0938bf6ffeef578613e3d0f263543cd9e71a640227a0b4f5e987db1771816,a55463b776fd840a42bd78ff8b516b58c9a0094638b7f3fe01f6515d98ae34d8,6.039919333008584,-49.291460398652454,0.12001946241299988,2939.839790046049,-0.12001946241299988,343.0,0.0,-0.06798983813955865,1.0,0,-107.71113928622944,0.3742652990552997,14556.424262872306,-0.3742652990552997,1367.0,0.0,-116.78299146177493,-2.6630048590012287,-0.14857062190225556,0,0,0,2028ec23-eb24-4d54-97c2-e1cf85cf1119,written,True,47
20,7,2.0,0.3,0.0025,0.94,e68b63f05b03d2b05d0186e6057d8ccec32b01ee2685a729b7c7f92015e19073,e141ee0a36a8b064c80a92215a81dc90b226ace1044e0a7311bb27f1d19dd3dd,6.357073749997653,-46.94713015757688,0.12011024088053202,2912.1175705889955,-0.12011024088053202,299.0,0.0,-0.06475620228565407,1.0,0,-77.23135823023938,0.2513338921302096,9055.559010997327,-0.2513338921302096,674.0,0.0,-83.66576253024321,-3.8612697169171812,-0.1065285447601751,0,0,0,ae1cf554-9532-4d19-8219-c589dbea0508,written,True,47
21,7,2.0,0.3,0.0025,0.97,c1fd0694560996a42cf4e4b31a2227f884b96fdd06bee8ab9ee08807b3fbbf91,210856f010a3c7e2d409aa2962640c51ec90ac5e6c05472f0d9781c38df6ae67,6.134074000001419,-46.547256197849585,0.12016370794027043,2923.824462098928,-0.12016370794027043,312.0,0.0,-0.0642046388793723,1.0,1,-78.16776115840617,0.24327249526894223,8657.44444041576,-0.24327249526894223,675.0,0.0,-84.27316425884118,-3.972323876552638,-0.10782016572260067,0,0,0,dfce9f54-d299-40c4-91f5-11cb92ab5d52,written,True,47
22,7,2.0,0.3,0.005,0.94,43288fafe57f3dc0fbe4eb5b2a5abd1eabdb9554af8eb2fddc1a7010d9378630,dd23603220caa8bc86e2972f89f7cb82cde6cc0cb13e355b08a224f8ff362f17,6.518262625031639,-46.946969992935756,0.12004132567653192,2911.4621167302776,-0.12004132567653192,299.0,0.0,-0.06475598136365383,1.0,1,-77.36305766534879,0.25191911904366426,9075.313660053218,-0.25191911904366426,674.0,0.0,-83.76171968897611,-3.8534099106788844,-0.10671020347354537,0,0,0,e8c6f030-00fe-4462-a4d8-6377dfbeab2a,written,True,47
23,7,2.0,0.3,0.005,0.97,1f8119b209c5c0a7b017bf845aa5c4febdc1ba74db12389b4870239549ab8b60,fac9919403a7efaf4f7231ec347e7c1b4926122f49b7c61b28f65e806f18f93c,6.362235833017621,-46.56422981803614,0.12027169249227043,2926.363520046486,-0.12027169249227043,312.0,0.0,-0.06422805132606779,1.0,0,-78.19081887252472,0.243243953035284,8666.210299156082,-0.243243953035284,675.0,0.0,-84.33179281761468,-3.9727264963065965,-0.10785197022257104,0,0,0,66ee8e7d-c67e-48c2-a97b-c38a5358244d,written,True,47
24,7,2.5,0.2,0.0025,0.94,0912a91152ec0bc4564a7e2f805586b71a9b88bd5c4af4cf3beb63a50b2d3b43,0e32a55f40fe6b538875da4b6fa721d319cc64fee6b7ef89eb71819f6fdfc6c1,6.221156916988548,-47.33297019184601,0.12022366378000005,2998.4760697647102,-0.12022366378000005,336.0,0.0,-0.06528840809302018,1.0,0,-126.92323064213963,0.4053918113658286,15496.217104964893,-0.4053918113658286,2029.0,0.0,-135.14682676308502,-2.462334836999319,-0.1750706884664521,0,0,0,4e9f7dcf-a10a-42ab-97fe-b5364e0359af,written,True,47
25,7,2.5,0.2,0.0025,0.97,65b02b60d0457c518e7b8bacc28954d0a2f7aa728208d8a103ffc841915da6d1,9ef001289e208f84824b815cd30bfef6b0ed664960d8ecf9902df790b256aa09,6.195483542047441,-51.34230506766235,0.12000403886,2935.9139993306417,-0.12000403886,370.0,0.0,-0.07081865668069427,1.0,0,-127.85720801359727,0.39982499735491606,15199.337618118614,-0.39982499735491606,2048.0,0.0,-136.19255380768038,-2.496080797563608,-0.17635896375385163,0,0,0,8140cf49-92f8-45bf-a944-269c0827b83d,written,True,47
26,7,2.5,0.2,0.005,0.94,10ef4212d5a2d61e090ec6f6a3fcfa1bc659edcca5fb4553ef06cedb608269de,0113fa0a8dd8bcb5992b4a127d17b03b5279eedba352c51310bee4400f90665f,6.057814166997559,-49.05576124578425,0.12028844166800012,3004.730151655528,-0.12028844166800012,322.0,0.0,-0.06766472812813813,1.0,0,-124.66935223237249,0.42269907384772853,16209.701819000973,-0.42269907384772853,1884.0,0.0,-132.97337315728467,-2.3627937422173386,-0.17196181672625707,0,0,0,055d96af-3d9a-465a-a0f9-ec2020ea3762,written,True,47
27,7,2.5,0.2,0.005,0.97,1e28a59c4894a92e1fe7787687eee5558bf231fb50efa54cba3a3f7c5a29f5ef,9507ce9a86bb9c828de18db3e6e5501f07fe72612fcdcdadcb30b3aa36b5a902,6.231697667040862,-51.46720189631322,0.12009071614,2974.2030406819545,-0.12009071614,351.0,0.0,-0.07099093226545963,1.0,0,-126.0724136960593,0.41811256687449916,16024.749033045839,-0.41811256687449916,1952.0,0.0,-134.72536912500973,-2.388410509029138,-0.17389711994195417,0,0,0,4dc10e6a-d9d2-433b-ba0a-7cb28828cc5b,written,True,47
28,7,2.5,0.25,0.0025,0.94,475b25b6430005670f34617a95aec8128064995c28109cf719537ed3b6f3ac3a,4a1c1254da181b2af9d6eae50d0b2b4c89240cd49efe61c7dbb49ecc05803250,6.157171167025808,-46.916156572299926,0.12024975773024194,2962.366777116544,-0.12024975773024194,326.0,0.0,-0.0647134790830435,1.0,0,-105.19531104913864,0.36440021789593013,13943.037938019246,-0.36440021789593013,1337.0,0.0,-114.046590914095,-2.733182187844348,-0.14510043146270812,0,0,0,00cfa653-0785-4260-8445-5cb07db82c80,written,True,47
29,7,2.5,0.25,0.0025,0.97,f600674e9c8298ddc5d837935e3d84e5dfd068cbe935dcd3faa08cbb76a0b474,5ebfdcf95ffc938a464e9ec52cfd621a9b566a0c47e7c26d5a5d1a60f3c54a79,6.287427624978591,-48.34313321934683,0.12008168488690063,2990.718498626501,-0.12008168488690063,368.0,0.0,-0.06668176954303365,1.0,0,-105.64308059323437,0.3576265239193126,13650.165243975,-0.3576265239193126,1349.0,0.0,-114.79513956222551,-2.7833998737394716,-0.14571805931509219,0,0,0,897192de-32a2-4cab-aab9-ae6a2883633b,written,True,47
30,7,2.5,0.25,0.005,0.94,ef7cb513e9c620e5aba6dfc2c8bab74f79bdfeb1662db14f6a8393c90f6e65c4,c6b165e44a7401ce8b40067df9aa31147ce603964ef58730ba96b94f0f136628,6.249353541992605,-46.45337936765883,0.12004497456524199,2971.162779611297,-0.12004497456524199,316.0,0.0,-0.06407515051692365,1.0,0,-104.02909567168228,0.3818328678914614,14673.007932712959,-0.3818328678914614,1316.0,0.0,-113.59266423841075,-2.611426693844657,-0.1434918202731056,0,0,0,9ad97df2-c75e-4ed2-afb2-e2b1faf38d8f,written,True,47
31,7,2.5,0.25,0.005,0.97,fa965213c9b5f521b702242f1705ab870930a79cc398ab01771868c25498b495,839cacfcf78f0e7a43978affa086fe4700d08bdc632a5f39f9af7a6b525e7162,6.4042687909677625,-47.98142655580234,0.12007572178590054,2977.280962394364,-0.12007572178590054,356.0,0.0,-0.06618285193520675,1.0,0,-105.15700429907582,0.37075088633822806,14278.799889287273,-0.37075088633822806,1335.0,0.0,-115.03101376336468,-2.687614543156584,-0.14504759330949946,0,0,0,5f628579-5dc5-4863-bd5c-50ac80307dd2,written,True,47
32,7,2.5,0.3,0.0025,0.94,407cc7c283dcdae2751b39f3566e2ebd8ddf5a4c88e84bced56acfd72509a259,b95274fa51ee1c73370fe1fd4ffd1705bfb4fb93020ae153a1d88ef4d18922df,6.304348208010197,-46.50986282988329,0.12015663002993315,2929.095125707112,-0.12015663002993315,303.0,0.0,-0.06415306059349968,1.0,1,-75.88933280752715,0.2451023894148261,8768.626230052852,-0.2451023894148261,669.0,0.0,-83.05370013318974,-3.9466519705918386,-0.10467743118935724,1,0,0,d516ecb3-000f-4a25-b416-b24eb7e31686,written,True,47
33,7,2.5,0.3,0.0025,0.97,bdfa3fef3871f8bbd188a2ee0326489e224a49b5e4e06ca096633f92842938ee,f11de964d1e5fc115e20eb47e03e0fb638378043065f5e9439eb27ffb4ea560a,6.376957750006113,-46.26470978700039,0.1201800138728839,2931.1994253016105,-0.1201800138728839,314.0,0.0,-0.06381491042366855,1.0,0,-76.76899499406676,0.23795049782458655,8458.02491163294,-0.23795049782458655,670.0,0.0,-83.75211998167981,-4.04858244808587,-0.1058907871986256,1,0,1,76c44b8c-83f3-40c7-b2b7-1f27ee36549c,written,True,52
34,7,2.5,0.3,0.005,0.94,58598efb97f3ff09383aea72d396b6805745f82eb7875eab95fd6489f3dd5a61,296198bd92641f706c4289e9c4132a8017ad8cd85c63ca133f1453028632f6a4,6.267473499989137,-46.36308217987266,0.12031851776993319,2934.556551182578,-0.12031851776993319,301.0,0.0,-0.06395059970969688,1.0,0,-76.30748249028524,0.25099426668292824,8975.975112391656,-0.25099426668292824,668.0,0.0,-83.52988742389427,-3.8658433396410996,-0.10525420308897025,0,0,0,60bbb3b4-7f0b-441e-91b8-441659245e37,written,True,47
35,7,2.5,0.3,0.005,0.97,aa4fed5caeaddcde10b9b605c581b7a4194ba57a174172463ef91c13b017c132,26cb9c81c8aa580d42ac1ac280152c8ab0718fe6a69768f0527df99370e74f36,6.163004792004358,-46.17942935417181,0.120138916492884,2929.9440429640076,-0.120138916492884,312.0,0.0,-0.06369727944301606,1.0,1,-77.03023087797,0.24202498333463307,8609.580103583558,-0.24202498333463307,670.0,0.0,-84.05682124528926,-3.989984814974488,-0.10625112112501321,0,0,0,e6c09a3f-555d-4286-b9ee-efacbfd2f62d,written,True,47
36,14,1.5,0.2,0.0025,0.94,a22c5193ab2673aadbfaba0dd1e46b59fc9bdaedd3cbd0f83a245ac06c994a95,1afff661c2a0cf0821ac6861368736860dc4114d59a95ca95a0e25023e224494,6.3085355830262415,-50.518152287007204,0.12008162426000002,2934.1364372450385,-0.12008162426000002,320.0,0.0,-0.0696818671900639,1.0,0,-128.17370263134,0.42732734558688523,16885.30795079137,-0.42732734558688523,1997.0,0.0,-134.23191015507442,-2.337475705481451,-0.1767955184361097,0,0,0,286b3bc1-561b-44a3-9221-7ee26800419b,written,True,47
37,14,1.5,0.2,0.0025,0.97,ecf3dce3f49e2faea9a1aaeea71bfdd75252ed32fc465173788e2864138e1618,7b48642907b228bb3ea63a82f83e6381beaa076acfa37c315f70ec1be2ea64f5,6.240506166999694,-52.59814896698206,0.12000628605999986,2910.3288279442786,-0.12000628605999986,347.0,0.0,-0.07255089635776485,1.0,0,-130.40480175221074,0.41942793111449206,16573.448861183217,-0.41942793111449206,2085.0,0.0,-136.7107319139686,-2.3810093165902693,-0.17987296972025668,0,0,0,03f78b1c-77d7-49ac-87a0-5e9ec65ce731,written,True,47
38,14,1.5,0.2,0.005,0.94,0c20492fba377b8c7fd9d3705bd4e231b97af908f96a8895ed28b40f26033308,2b13fe7162bf5be3d891adb91c166b80da92175114c586ac833a5611fe9f20ce,6.2102570830029435,-50.4492249844609,0.12000547516000004,2933.2294971027573,-0.12000547516000004,319.0,0.0,-0.06958679278760924,1.0,0,-127.98303231336538,0.4276280325737658,16841.179463307166,-0.4276280325737658,1976.0,0.0,-134.00753809542135,-2.335848981689945,-0.17653251863954722,0,0,0,72091fb8-83b1-422b-8bcf-7a6d93452abc,written,True,47
39,14,1.5,0.2,0.005,0.97,38edee8b85d745a64c4f3a0ca69596e16e0ce5ed791e871a5a3904fc651b3e2d,76b8e4d556e279bc7feb5dd83a6aeb9eb2ea4bb171f3b7e65c3508edbccac0a0,6.224441041005775,-52.60683965699741,0.12013771220000002,2907.131873272127,-0.12013771220000002,346.0,0.0,-0.07256288380148605,1.0,0,-130.47878836301635,0.4194288728057457,16573.158000109026,-0.4194288728057457,2074.0,0.0,-136.78496995072595,-2.3810040337783,-0.17997502264489076,0,0,0,64c3769b-5ce1-4694-ac0a-578b1c6752a5,written,True,47
40,14,1.5,0.25,0.0025,0.94,64f2d5e4b6c2c2af640de09e1cc4c33ecfca9a3356cbd4788aebea0480b5a5f4,300d1e8f5b58d84e5afc1bdec301735320062b7af3cddc07d86336f27ff00f67,6.330538708018139,-49.4998643639017,0.12006088139999993,2860.5284085628296,-0.12006088139999993,298.0,0.0,-0.06827729872097259,1.0,0,-110.19609368079753,0.39313075652647633,15415.876904676818,-0.39313075652647633,1405.0,0.0,-117.39790152877653,-2.537847322110096,-0.15199822671867705,0,0,0,5d94b345-17ff-4f21-89ef-ad15026f958e,written,True,47
41,14,1.5,0.25,0.0025,0.97,a9feeaa2212e3cb079c7da613e52afe67e55e8b6387be41a2126ee04be6a6ee4,b41cb402567a8d6cbe641a1b6e106e0f18332b7b7098e26e1ef4def1e5e3213a,6.787048041995149,-50.91714955913502,0.12008470294100004,2876.770546831574,-0.12008470294100004,330.0,0.0,-0.07023222134331268,1.0,0,-111.53534777644478,0.3817007953521977,14925.20536796136,-0.3817007953521977,1426.0,0.0,-118.79322458501348,-2.6123106942391168,-0.15384551767849788,0,0,0,0aff1945-dea6-4afd-925a-685e066e501c,written,True,47
42,14,1.5,0.25,0.005,0.94,9b422134be3f388ff4274629ccd7ad5d42f177c4cbb6cdd908240f9265dc1eae,300d1e8f5b58d84e5afc1bdec301735320062b7af3cddc07d86336f27ff00f67,6.3054684170056134,-49.4998643639017,0.12006088139999993,2860.5284085628296,-0.12006088139999993,298.0,0.0,-0.06827729872097259,1.0,0,-110.2316071686696,0.393389312552224,15425.211896737206,-0.393389312552224,1405.0,0.0,-117.42877477406022,-2.5362094781465494,-0.15204721200482327,0,0,0,02eed6cb-d99d-4140-88f2-bda27af2f14f,written,True,47
43,14,1.5,0.25,0.005,0.97,370c6338fc814d14a6abbcdb69ac74bf1c6b88e447220cbac867edd015b5068a,b41cb402567a8d6cbe641a1b6e106e0f18332b7b7098e26e1ef4def1e5e3213a,6.455024124996271,-50.91714955913502,0.12008470294100004,2876.770546831574,-0.12008470294100004,330.0,0.0,-0.07023222134331268,1.0,0,-111.54105399025555,0.3817342753007752,14925.942161392539,-0.3817342753007752,1426.0,0.0,-118.79781980704364,-2.612086549628549,-0.1538533885054169,0,0,0,277ad437-2394-42d7-9e29-156cb08ab096,written,True,47
44,14,1.5,0.3,0.0025,0.94,b1d0bedde348f6e3032d7ed62bcc6fb8b5ca8cf948bae513d2afa05f9a08fdd9,aae0b3b2ea1714107ceef71fb014d0b9e76094d12cb6325761d5c163a5251485,5.980061874957755,-48.51229979592537,0.12004708803253195,2853.774858066955,-0.12004708803253195,289.0,0.0,-0.06691510830125215,1.0,1,-80.33808841394807,0.2631526326128881,9508.02314787586,-0.2631526326128881,708.0,0.0,-85.42424151648369,-3.707607269368566,-0.11081379175073516,0,0,0,5cb533c0-15d8-4540-8929-01d5309f9640,written,True,47
45,14,1.5,0.3,0.0025,0.97,89b97c4ab4667518b6627b4e342f9c49c33df67d6200bc71a9f5b6b5d63f824c,ed5ef7bee9de3d6d22824657c6a14b1263d206d4f35b5d34443394997be6fc42,6.392762208997738,-50.04572019868722,0.12024150418827051,2830.107318137219,-0.12024150418827051,311.0,0.0,-0.06903022122630002,1.0,1,-80.45901562538435,0.2525194323410592,9075.434478315976,-0.2525194323410592,709.0,0.0,-85.34285043067644,-3.8453753309242558,-0.11098059187119672,0,0,0,12175516-55d5-4638-84a1-28da956ef7c5,written,True,47
46,14,1.5,0.3,0.005,0.94,4d14612f5e7bfd9628387604756d674b1765ffac87e69c911beac537d7f48877,aae0b3b2ea1714107ceef71fb014d0b9e76094d12cb6325761d5c163a5251485,6.180055832955986,-48.51229979592537,0.12004708803253195,2853.774858066955,-0.12004708803253195,289.0,0.0,-0.06691510830125215,1.0,1,-80.33808841394807,0.2631526326128881,9508.02314787586,-0.2631526326128881,708.0,0.0,-85.42424151648369,-3.707607269368566,-0.11081379175073516,0,0,0,7546fd19-c829-4df6-bf9e-28d304774e02,written,True,47
47,14,1.5,0.3,0.005,0.97,1699fbd2ab1c47f770b7bb9a95d34aff1fe186a6205aaa5375ab066a30e73afa,ed5ef7bee9de3d6d22824657c6a14b1263d206d4f35b5d34443394997be6fc42,6.379861666995566,-50.04572019868722,0.12024150418827051,2830.107318137219,-0.12024150418827051,311.0,0.0,-0.06903022122630002,1.0,1,-80.45901562538435,0.2525194323410592,9075.434478315976,-0.2525194323410592,709.0,0.0,-85.34285043067644,-3.8453753309242558,-0.11098059187119672,0,0,0,2adb5ec5-ef44-4f87-93bc-2583423afbcd,written,True,47
48,14,2.0,0.2,0.0025,0.94,0318301a440e623ea74ad711b2186f2d2561584bc86fd42ffa8f288500e3e538,cdee8b234a376a65c214ddd80b88d016ab98f9e0209bed3f57c9fe1c7c874108,6.237529208010528,-49.63908966513544,0.12005939615200001,2960.0649255332974,-0.12005939615200001,330.0,0.0,-0.06846933818621172,1.0,0,-127.15619473126327,0.4186316264299007,16222.721102865105,-0.4186316264299007,1990.0,0.0,-135.17690616285302,-2.3854846180145053,-0.17539202588643812,0,0,0,1692464c-cd1b-4ed0-9daf-c0fde6bb08e1,written,True,47
49,14,2.0,0.2,0.0025,0.97,2651188eb7c57746f557c303c2807545ba274422df64e81b8fd11124b66b57cc,f824ab895c0b42ac00cd1fe428256789ca5c05faad01502bf9e18fe912abf1a4,6.0087822919595055,-52.035678741427276,0.12011091781600003,2918.319945766974,-0.12011091781600003,357.0,0.0,-0.07177505690637712,1.0,0,-129.0443132359131,0.41612397369130494,16191.59404432406,-0.41612397369130494,2010.0,0.0,-137.1285360902953,-2.3996842403492638,-0.17799638920781696,0,0,0,90e483e3-5b69-4ac7-8d54-e54bd2efff15,written,True,47
50,14,2.0,0.2,0.005,0.94,852c7162e0c2a9dfb99f1233bf3e4a1a7944d23bfecb0414c3c4d0a2f867ca48,0dfa775199d1e4f9637836053e71931d4c793abf44ba64c4b05f7a5fd1a1bbdf,6.138447000004817,-49.06633942271429,0.120182235016,2942.1962189971323,-0.120182235016,320.0,0.0,-0.06767931906400143,1.0,0,-126.18133800348608,0.424271680450223,16438.488197031445,-0.424271680450223,1915.0,0.0,-133.91017696126605,-2.354131936231099,-0.17404736393901807,0,0,0,cbb4d995-bc5e-4ee2-8d5f-c2dc680fb520,written,True,47
51,14,2.0,0.2,0.005,0.97,1fdba640cfb058da9af05ea1ee09807d82293a9c30f15e9be1ecef57232c0e7b,1e7a3a4294d689df643732275845a81ac5174ad80d69f57eff640963f432dc1e,6.028323834005278,-51.72427445250487,0.12000168849999993,2893.4560614686716,-0.12000168849999993,349.0,0.0,-0.07134552353429675,1.0,1,-128.22979372065535,0.42089443758840805,16282.184157393664,-0.42089443758840805,1982.0,0.0,-136.26869473040804,-2.372809614297044,-0.1768728872958022,0,0,0,3fc03194-c851-439c-a67e-35dd499a3478,written,True,47
52,14,2.0,0.25,0.0025,0.94,1f469a7176b02b1a50249f162c7f2780ac9eb1a97ac4d8a2236ec98513a851f2,f92b2c16575d9e4bfd566bebe14496969faa4c18a3482c791d5a662ffafe4fb0,6.184067750000395,-46.43179269730691,0.1200374106892419,2962.477268280846,-0.1200374106892419,310.0,0.0,-0.0640453750910927,1.0,0,-106.46116916312587,0.38588824130396304,14980.155404736992,-0.38588824130396304,1350.0,0.0,-115.16413191246608,-2.5845554414057785,-0.14684648417815968,0,0,0,4aaf8be7-2a28-43cb-a926-243bdc8321fd,written,True,47
53,14,2.0,0.25,0.0025,0.97,7740a2f79fb617a49a355c542b00b52da4f9433b88052cfd468bc484cecb7903,897662383aa5078f15b0326430792b68f4f18a9bf38a20a0562acfe834597f9b,6.103939958033152,-47.72958533437395,0.1202316427659007,2934.8331087062297,-0.1202316427659007,335.0,0.0,-0.0658354764721285,1.0,0,-107.52234915146146,0.3734922893448739,14336.525727307222,-0.3734922893448739,1364.0,0.0,-116.335069018731,-2.668381486291472,-0.14831021552351553,0,0,0,7adaef87-1caf-45f8-bd15-5e2746c78f26,written,True,47
54,14,2.0,0.25,0.005,0.94,48e2a5d88b321d31c7b415370de5ed6505a2af4175883ddb245fbdcf9dfaa1c6,6a86e1baa6af4247b8f4392fdf4e73661fdfbed0191aa83946de53294d438a9d,6.246698416012805,-46.47385296327868,0.12027874204524192,2969.3810438665178,-0.12027874204524192,310.0,0.0,-0.06410339063075007,1.0,0,-105.56116578400163,0.3846594648320393,14850.154409978903,-0.3846594648320393,1342.0,0.0,-114.33002795120557,-2.592642029822589,-0.14560507068428424,0,0,0,c7f8e416-f431-4624-bc9e-9b919fb95f3a,written,True,47
55,14,2.0,0.25,0.005,0.97,0d879f3066dee8cd5366395ef46df4ac0a9ef42c20d07ad901d472931d8f3b3b,8c219899fe1eaed3525aa165963dc4d987dfb6f247fb589e151583380f8651d0,6.22030766698299,-47.6980624828803,0.12012370466190059,2932.6164141007303,-0.12012370466190059,334.0,0.0,-0.0657919956429257,1.0,0,-107.37405339218589,0.3750253114452481,14441.068149045212,-0.3750253114452481,1364.0,0.0,-116.36439618610046,-2.657738447423365,-0.14810566478413018,0,0,0,4b93125b-08c3-4dbd-9d54-44d6eb178fb4,written,True,47
56,14,2.0,0.3,0.0025,0.94,2bf233ec4ea4de4f267c8cdf5c6ba09cb29b7c11eb86757c7fc1f5bc3daf6543,82b627adafdb47630887743a45831acc3e79a897eb66e627735cb07b4a796bd5,6.341303666005842,-47.09316698916993,0.12015545331143718,2962.4465801038864,-0.12015545331143718,299.0,0.0,-0.06495763718861947,1.0,0,-78.13234019594319,0.26201556886149435,9336.336343810997,-0.26201556886149435,696.0,0.0,-84.59296632563587,-3.721938120440854,-0.10777130806074345,0,0,0,522fab0d-6a28-4c6d-8fa9-2900d2b14224,written,True,47
57,14,2.0,0.3,0.0025,0.97,f1cab7863818a192c5aee2b85952fe47864702a558c25b9a366393964e97dc08,34ff77892d4cf3c0d85a5a1ba46ac45e511eef1a95b8d034daf71bc77f602b2d,6.532009375048801,-47.74143234013116,0.12014769268475445,2954.361838863282,-0.12014769268475445,316.0,0.0,-0.06585181755834013,1.0,0,-78.90509637386805,0.24632998924572147,8666.664228121783,-0.24632998924572147,697.0,0.0,-84.95518702468434,-3.9295840102559136,-0.10883720399958426,0,0,0,e83046f8-8767-4123-aa36-111e750f5a9c,written,True,47
