scope,variant,n_trades,n_fills,fills_per_day,fills_per_bar,notional_per_fill_over_equity,fees,fees_per_day_pct,turnover,total_return,max_drawdown,sharpe,share_halted,share_cooldown,days,analytic_at_measured_pct,brief_scenario_at_measured_size_pct
oos,with,733,1420,47.339908320600074,0.032874936333750056,0.4604701354633803,2615.470369432,0.8719445598884289,8110.544569858503,-0.2313834920088793,0.23153006546157395,-69.60970719567928,0.0,0.0,29.995833333333337,0.8719445598884289,53.04615960538141
oos,without,786,1560,52.00722322544797,0.03611612723989443,0.4282901631596153,2672.530618116,0.8909672848282261,8303.154259041847,-0.23787419950942046,0.23801953519868058,-93.01501555450437,0.0,0.007638888888888889,29.995833333333337,0.8909672848282261,49.339026795987685
full,with,437,847,18.975372217122764,0.013177341817446364,0.3444539154521842,1167.009865552,0.2614456502940212,2662.0005507202077,-0.1199911641814938,0.12009199841871543,-49.444711476138956,0.595740377734217,0.25066119045396557,44.636805555555554,0.26144565029402117,39.68109106009162
full,without,378,750,16.802277642080373,0.011668248362555813,0.3846831556586666,1154.049466976,0.2585421274243415,2638.456936425557,-0.12013862759099969,0.12013862759099969,-58.63023593068677,0.6834375680637232,0.169560347241669,44.636805555555554,0.2585421274243415,44.315499531878395
